Product ID,VN Name,EN Name,Brand,Category,Actual Price,Discount Price,Discount Rate,Variant,Star,Rating,Sold,Link
65994,Nước Hoa Hồng Klairs Không Mùi Cho Da Nhạy Cảm 180ml,Supple Preparation Unscented Toner,Klairs,Chăm Sóc Da Mặt / Làm Sạch Da / Toner / Nước Cân Bằng Da,435000,205000,53,180ml,4.8,119,5816.0,https://hasaki.vn/san-pham/nuoc-hoa-hong-khong-mui-klairs-danh-cho-da-nhay-cam-180ml-65994.html
102959,Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 473ml,Foaming Cleanser,CeraVe,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,455000,345000,24,473ml,4.9,71,2955.0,https://hasaki.vn/san-pham/sua-rua-mat-cerave-sach-sau-cho-da-thuong-den-da-dau-473ml-102959.html
19325,"Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",Micellar Water 3-in-1 Refreshing Even For Sensitive Skin,L'Oreal,,229000,138000,40,400ml,4.7,294,4906.0,https://hasaki.vn/san-pham/nuoc-tay-trang-tuoi-mat-l-oreal-3-in-1-danh-cho-da-dau-da-hon-hop-400ml-19325.html
86167,Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml,Madagascar Centella Air-Fit Suncream Plus SPF50+ PA++++,Skin1004,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,445000,219000,51,50ml,4.6,91,2985.0,https://hasaki.vn/san-pham/kem-chong-nang-skin1004-chiet-xuat-rau-ma-spf50-pa-50ml-86167.html
119084,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml (Bản Mới 2024),Perfect UV Sunscreen Skincare Milk N SPF50+ PA++++,Anessa,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,715000,464000,35,60ml,4.9,12,1336.0,https://hasaki.vn/san-pham/sua-chong-nang-anessa-duong-da-kiem-dau-60ml-moi-119084.html
9740,Nước Tẩy Trang Bioderma Dành Cho Da Nhạy Cảm 500ml,Sensibio H2O,Bioderma,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Trang Mặt,525000,348000,34,500ml,4.9,218,1753.0,https://hasaki.vn/san-pham/nuoc-tay-trang-bioderma-danh-cho-da-nhay-cam-500ml-9740.html
117680,Sữa Chống Nắng Anessa Cho Da Nhạy Cảm & Trẻ Em 60ml (Mới),Perfect UV Sunscreen Mild Milk (For Sensitive Skin) SPF50+/PA++++,Anessa,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,715000,464000,35,60ml,4.9,7,983.0,https://hasaki.vn/san-pham/sua-chong-nang-anessa-cho-da-nhay-cam-tre-em-60ml-moi-117680.html
11089,Nước Tẩy Trang Bioderma Dành Cho Da Dầu & Hỗn Hợp 500ml,Sébium H2O,Bioderma,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Trang Mặt,525000,348000,34,500ml,4.9,218,1286.0,https://hasaki.vn/san-pham/nuoc-tay-trang-bioderma-danh-cho-da-dau-hon-hop-500ml-11089.html
12684,Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,Anthelios UV Mune 400 Oil Control Gel-Cream,La Roche-Posay,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,560000,373000,33,50ml,4.6,167,1145.0,https://hasaki.vn/san-pham/kem-chong-nang-la-roche-posay-kiem-soat-dau-spf50-50ml-12684.html
102957,Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 236ml,Foaming Cleanser,CeraVe,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,340000,256000,25,236ml,4.9,71,1616.0,https://hasaki.vn/san-pham/sua-rua-mat-cerave-sach-sau-cho-da-thuong-den-da-dau-236ml-102957.html
123208,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,Mela B3 Serum,La Roche-Posay,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,1300000,826000,36,30ml,4.7,11,495.0,https://hasaki.vn/san-pham/serum-la-roche-posay-giam-tham-nam-duong-sang-da-30ml-123208.html
96589,Combo 2 Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml,Winter Melon Micellar Water,Cocoon,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Trang Mặt,590000,251000,57,2x500ml,4.9,40,1613.0,https://hasaki.vn/san-pham/combo-2-nuoc-tay-trang-bi-dao-cocoon-lam-sach-giam-dau-500ml-96589.html
103543,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 500ml (Mới),Gentle Skin Cleanser (New),Cetaphil,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,419000,293000,30,500ml,4.5,32,1335.0,https://hasaki.vn/san-pham/sua-rua-mat-cetaphil-diu-nhe-khong-xa-phong-500ml-moi-103543.html
106681,Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 40ml,Cicaplast Baume B5+ Ultra-Repairing Soothing Balm,La Roche-Posay,Chăm Sóc Da Mặt / Dưỡng Ẩm / Kem / Gel / Dầu Dưỡng,410000,280000,32,40ml,4.7,22,1349.0,https://hasaki.vn/san-pham/kem-duong-la-roche-posay-giup-phuc-hoi-da-da-cong-dung-40ml-106681.html
34119,Nước Tẩy Trang L'Oreal Làm Sạch Sâu Trang Điểm 400ml,Micellar Water 3-in-1 Deep Cleansing Even For Sensitive Skin,L'Oreal,,269000,154000,43,400ml,4.7,294,2439.0,https://hasaki.vn/san-pham/nuoc-tay-trang-l-oreal-3-in-1-lam-sach-sau-400ml-34119.html
43795,Nước Tẩy Trang La Roche-Posay Dành Cho Da Nhạy Cảm 400ml,Toleriane Eau Micellar Water,La Roche-Posay,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Trang Mặt,525000,355000,32,400ml,4.8,38,1052.0,https://hasaki.vn/san-pham/nuoc-tay-trang-la-roche-posay-danh-cho-da-nhay-cam-400ml-43795.html
1006,Kem Chống Nắng Vichy Thoáng Nhẹ Không Bóng Dầu SPF 50 50ml,Capital Soleil Dry Touch Protective Face Fluid SPF50 UVB+UVA,Vichy,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,560000,395000,29,,4.5,28,909.0,https://hasaki.vn/san-pham/kem-chong-nang-vichy-thoang-nhe-khong-bong-dau-spf-50-50ml-1006.html
106533,Nước Tẩy Trang Garnier Dành Cho Da Dầu Và Mụn 400ml (Mới),Micellar Cleansing Water For Oily & Acne-Prone Skin New,Garnier,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Trang Mặt,189000,138000,27,400ml,4.7,62,2332.0,https://hasaki.vn/san-pham/nuoc-tay-trang-garnier-danh-cho-da-dau-va-mun-400ml-moi-106533.html
90023,Serum L'Oreal Hyaluronic Acid Cấp Ẩm Sáng Da 30ml,Revitalift Hyaluronic Acid 1.5% Hyaluron Serum,L'Oreal,,499000,314000,37,30ml,5.0,15,918.0,https://hasaki.vn/san-pham/tinh-chat-l-oreal-hyaluronic-acid-cap-am-sang-da-30ml-90023.html
105523,Kem Chống Nắng L'Oreal Paris X20 Thoáng Da Mỏng Nhẹ 50ml,UV Defender Serum Invisible Resist SPF50+ PA++++,L'Oreal,,379000,256000,32,50ml,4.1,38,1108.0,https://hasaki.vn/san-pham/kem-chong-nang-l-oreal-paris-x20-thoang-da-mong-nhe-50ml-105523.html
60613,"Kem Dưỡng Obagi Retinol 1.0% Trẻ Hóa Da, Ngừa Mụn 28g",Retinol 1.0 Cream,Obagi,Chăm Sóc Da Mặt / Đặc Trị / Hỗ Trợ Trị Mụn,1810000,1247000,31,28g,4.8,11,223.0,https://hasaki.vn/san-pham/kem-duong-obagi-retinol-1-0-tre-hoa-da-ngua-mun-28g-60613.html
90401,Kem Chống Nắng MartiDerm Phổ Rộng Bảo Vệ Toàn Diện 40ml,The Originals Proteos Screen SPF50+ Fluid Cream,Martiderm,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,1350000,599000,56,40ml,5.0,99,463.0,https://hasaki.vn/san-pham/kem-chong-nang-martiderm-pho-rong-toan-dien-spf50-40ml-90401.html
107938,Combo 2 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,Premium Cotton Pads,Hotosu,Chăm Sóc Da Mặt / Dụng Cụ / Phụ Kiện Chăm Sóc Da / Bông Tẩy Trang,70000,51000,27,2 gói,4.7,37,5411.0,https://hasaki.vn/san-pham/combo-2-bong-tay-trang-hotosu-cao-cap-150-mieng-107938.html
68810,"Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 400ml",Effaclar Purifying Foaming Gel,La Roche-Posay,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,625000,423000,32,400ml,4.7,114,643.0,https://hasaki.vn/san-pham/gel-rua-mat-la-roche-posay-cho-da-dau-nhay-cam-400ml-68810.html
124096,Combo Cocoon Nước Cân Bằng Sen Hậu Giang 310ml & Nước Tẩy Trang Bí Đao 500ml,Hau Giang Lotus Soothing Toner + Winter Melon Micellar Water,Cocoon,Chăm Sóc Da Mặt / Bộ Chăm Sóc Da Mặt,590000,259000,56,310ml+500ml,0.0,0,983.0,https://hasaki.vn/san-pham/combo-cocoon-nuoc-can-bang-sen-hau-giang-310ml-nuoc-tay-trang-bi-dao-500ml-124096.html
133221,"Serum L'Oreal Sáng Da, Mờ Thâm Mụn & Nám 30ml (Mới)",Glycolic Bright Melasyl 8% [Melasyl+Glycolic+Niacinamide],L'Oreal,,469000,332000,29,30ml,4.8,4,748.0,https://hasaki.vn/san-pham/serum-l-oreal-sang-da-mo-tham-mun-nam-30ml-133221.html
96523,"Gel Rửa Mặt Cosrx Tràm Trà, 0.5% BHA Có Độ pH Thấp 150ml",Low pH Good Morning Gel Cleanser,Cosrx,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,339000,117000,65,150ml,4.9,177,2095.0,https://hasaki.vn/san-pham/gel-rua-mat-cosrx-tram-tra-0-5-bha-co-do-ph-thap-150ml-96523.html
86161,Serum Skin1004 Rau Má Làm Dịu & Hỗ Trợ Phục Hồi Da 100ml,Madagascar Centella Ampoule,Skin1004,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,610000,288000,53,100ml,4.7,90,840.0,https://hasaki.vn/san-pham/tinh-chat-rau-ma-skin1004-ho-tro-giam-mun-phuc-hoi-da-100ml-86161.html
102963,Sữa Rửa Mặt CeraVe Cho Da Thường Đến Khô 473ml,Hydrating Cleanser,CeraVe,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,440000,302000,31,473ml,4.9,71,796.0,https://hasaki.vn/san-pham/sua-rua-mat-cerave-cho-da-thuong-den-kho-473ml-102963.html
90639,Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 400ml,Sebiaclear Gel Moussant,SVR,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,555000,389000,30,400ml,4.8,46,614.0,https://hasaki.vn/san-pham/gel-rua-mat-svr-khong-chua-xa-phong-cho-da-dau-400ml-90639.html
102911,"Serum Garnier Giảm Mụn Mờ Thâm Cho Da Dầu, Mụn 30ml",Bright Complete Anti-Acnes Booster Serum,Garnier,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,349000,217000,38,30ml,4.8,32,1068.0,https://hasaki.vn/san-pham/tinh-chat-garnier-giam-mun-mo-tham-cho-da-dau-mun-30ml-102911.html
87859,Kem Dưỡng Olay Luminous Sáng Da Mờ Thâm Nám Ban Đêm 50g,Luminous Light Perfecting Night Cream,Olay,Chăm Sóc Da Mặt / Dưỡng Ẩm / Kem / Gel / Dầu Dưỡng,270000,188000,30,50g,4.8,36,1212.0,https://hasaki.vn/san-pham/kem-duong-am-ban-dem-olay-lam-sang-da-mo-tham-nam-50g-87859.html
106679,Kem Dưỡng La Roche-Posay Giúp Phục Hồi Da Đa Công Dụng 100ml,Cicaplast Baume B5+ Ultra-Repairing Soothing Balm,La Roche-Posay,Chăm Sóc Da Mặt / Dưỡng Ẩm / Kem / Gel / Dầu Dưỡng,665000,429000,35,100ml,4.8,21,514.0,https://hasaki.vn/san-pham/kem-duong-la-roche-posay-giup-phuc-hoi-da-da-cong-dung-100ml-106679.html
107942,Combo 5 Bông Tẩy Trang Hotosu Cao Cấp 150 Miếng,Premium Cotton Pads,Hotosu,Chăm Sóc Da Mặt / Dụng Cụ / Phụ Kiện Chăm Sóc Da / Bông Tẩy Trang,175000,127000,27,5 gói,4.7,37,1733.0,https://hasaki.vn/san-pham/combo-5-bong-tay-trang-hotosu-cao-cap-150-mieng-107942.html
78190,Sữa Tắm Hatomugi Dưỡng Ẩm Chiết Xuất Ý Dĩ 800ml,Moisturizing & Washing The Body Soap,Hatomugi,Chăm Sóc Cơ Thể / Sữa Tắm,230000,78000,66,800ml,4.7,129,2776.0,https://hasaki.vn/san-pham/sua-tam-hatomugi-ho-tro-trang-da-giu-am-800ml-78190.html
9604,Lăn Khử Mùi EtiaXil Nhãn Xanh Cho Da Nhạy Cảm 15ml,Detranspirant Traitement Roll-On Peaux Sensibles,EtiaXil,Chăm Sóc Cơ Thể / Khử Mùi,336000,196000,42,15ml,4.5,51,1087.0,https://hasaki.vn/san-pham/lan-khu-mui-etiaxil-danh-cho-da-nhay-cam-15ml-9604.html
106275,Combo 3 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml,Effaclar Purifying Foaming Gel,La Roche-Posay,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,630000,139000,78,Combo 150ml,4.7,114,1512.0,https://hasaki.vn/san-pham/combo-3-gel-rua-mat-la-roche-posay-cho-da-dau-nhay-cam-50ml-106275.html
100799,Sữa Tắm Lifebuoy Detox Matcha & Khổ Qua 800g,,Lifebuoy,Chăm Sóc Cơ Thể / Sữa Tắm,214500,143000,33,800g,4.0,3,1424.0,https://hasaki.vn/san-pham/sua-tam-lifebuoy-detox-matcha-kho-qua-800g-100799.html
3495,Serum Timeless Vitamin B5 Làm Dịu & Phục Hồi Da 30ml,Vitamin B5 Serum,Timeless,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,670000,356000,47,30ml,5.0,60,571.0,https://hasaki.vn/san-pham/serum-timeless-vitamin-b5-lam-diu-phuc-hoi-da-30ml-3495.html
76584,Serum La Roche-Posay Giúp Tái Tạo & Phục Hồi Da 30ml,Hyalu B5 Serum,La Roche-Posay,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,1260000,918000,27,30ml,4.8,10,219.0,https://hasaki.vn/san-pham/tinh-chat-la-roche-posay-ho-tro-phuc-hoi-da-30ml-76584.html
19286,"Nước Tẩy Trang L'Oreal Dưỡng Ẩm Cho Da Thường, Khô 400ml",Micellar Water 3-in-1 Moisturizing Even For Sensitive Skin,L'Oreal,,229000,158000,31,400ml,4.7,294,1255.0,https://hasaki.vn/san-pham/nuoc-tay-trang-l-oreal-paris-3-in-1-duong-am-danh-cho-da-thuong-da-kho-400ml-19286.html
66026,Kem Dưỡng Ẩm Klairs Làm Dịu & Phục Hồi Da Ban Đêm 60g,Midnight Blue Calming Cream,Klairs,Chăm Sóc Da Mặt / Dưỡng Ẩm / Kem / Gel / Dầu Dưỡng,575000,279000,51,60g,4.8,95,709.0,https://hasaki.vn/san-pham/kem-duong-am-lam-diu-da-ban-dem-klairs-60ml-66026.html
12064,Sữa Chống Nắng Sunplay Skin Aqua Dưỡng Da Sáng Mịn 55g,Clear White SPF50+ PA++++,Sunplay,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,219000,165000,25,55g,4.8,101,1184.0,https://hasaki.vn/san-pham/sua-chong-nang-sunplay-duong-da-sang-min-spf50-pa-55g-12064.html
2364,Dung Dịch Tẩy Da Chết Paula’s Choice 2% BHA 30ml,Skin Perfecting 2% BHA Liquid,Paula's Choice,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Tế Bào Chết Da Mặt,399000,215000,46,30ml,4.9,147,902.0,https://hasaki.vn/san-pham/dung-dich-tay-da-chet-paula-s-choice-bha-2-30ml-2364.html
93797,"Kem Dưỡng Vichy Sáng Da, Mờ Thâm Nám Ban Đêm 50ml",Liftactiv Collagen Specialist Night,Vichy,Chăm Sóc Da Mặt / Dưỡng Ẩm / Kem / Gel / Dầu Dưỡng,1165000,832000,29,50ml,5.0,15,233.0,https://hasaki.vn/san-pham/kem-duong-vichy-lam-sang-san-chac-da-ban-dem-50ml-93797.html
6710,Son Dưỡng Môi DHC Không Màu Hỗ Trợ Giảm Thâm Môi 1.5g,Lip Cream,DHC,Trang Điểm / Trang Điểm Môi / Son Dưỡng Môi,199000,159000,20,1.5g,4.7,46,1191.0,https://hasaki.vn/san-pham/son-duong-moi-khong-mau-dhc-ho-tro-giam-tham-moi-1-5g-6710.html
106207,Smoothie Tẩy Da Chết Dove Hương Lựu Đỏ 298g,Moisturizing Body Scrub Pomegranate Fragrance,Dove,Chăm Sóc Cơ Thể / Tẩy Tế Bào Chết Body,199000,143000,28,298g,5.0,80,1320.0,https://hasaki.vn/san-pham/smoothie-tay-da-chet-dove-huong-luu-do-298g-106207.html
122572,Phấn Phủ Carslan Dạng Nén Vỏ Đen Màu Tím 8g,Black Magnetic Soft Mist Powder,Carslan,Trang Điểm / Trang Điểm Mặt / Phấn Phủ,540000,230000,57,8g,5.0,2,817.0,https://hasaki.vn/san-pham/phan-phu-carslan-dang-nen-vo-den-mau-tim-8g-122572.html
119860,Nước Hoa Nữ Armaf Club De Nuit Woman EDP 105ml,Club De Nuit Woman Eau De Parfum,Armaf,Nước Hoa / Nước Hoa Nữ,890000,659000,26,105ml,4.6,7,274.0,https://hasaki.vn/san-pham/nuoc-hoa-nu-armaf-club-de-nuit-woman-105ml-119860.html
89563,"Serum GoodnDoc Dưỡng Ẩm, Hỗ Trợ Phục Hồi Da 30ml",Hydra B5 Serum,GoodnDoc,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,490000,349000,29,30ml,4.7,19,515.0,https://hasaki.vn/san-pham/tinh-chat-goodndoc-duong-am-ho-tro-phuc-hoi-da-30ml-89563.html
114501,Kem Dưỡng La Roche-Posay Giảm Mụn Hiệu Quả 40ml,Effaclar Duo+ M,La Roche-Posay,Chăm Sóc Da Mặt / Đặc Trị / Hỗ Trợ Trị Mụn,480000,327000,32,40ml,4.9,13,538.0,https://hasaki.vn/san-pham/kem-duong-la-roche-posay-giam-mun-hieu-qua-40ml-114501.html
79881,"Serum Balance Active Formula Làm Sáng Da, Mờ Thâm 30ml",Vitamin C Brightening Serum Glow & Radiance,Balance Active Formula,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,260000,98000,62,30ml,4.7,54,1758.0,https://hasaki.vn/san-pham/tinh-chat-balance-active-formula-vitamin-c-sang-da-30ml-79881.html
94529,Sữa Dưỡng Ẩm Embryolisse Siêu Phục Hồi Da 75ml,Lait-Crème Concentré,Embryolisse,Chăm Sóc Da Mặt / Dưỡng Ẩm / Kem / Gel / Dầu Dưỡng,730000,348000,52,75ml,4.7,35,488.0,https://hasaki.vn/san-pham/kem-sieu-duong-am-embryolisse-ho-tro-phuc-hoi-da-75ml-94529.html
43789,"Nước Tẩy Trang La Roche-Posay Cho Da Dầu, Nhạy Cảm 400ml",Effaclar Micellar Water Ultra Oily Skin,La Roche-Posay,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Trang Mặt,520000,349000,33,400ml,4.5,32,486.0,https://hasaki.vn/san-pham/nuoc-tay-trang-la-roche-posay-danh-cho-da-dau-da-nhay-cam-400ml-43789.html
90339,Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Dầu 50g,Hydro Boost Hyaluronic Acid Water Gel,Neutrogena,Chăm Sóc Da Mặt / Dưỡng Ẩm / Kem / Gel / Dầu Dưỡng,389000,267000,31,50g,4.5,63,626.0,https://hasaki.vn/san-pham/kem-duong-am-neutrogena-cung-cap-nuoc-cho-da-50g-90339.html
102185,"Gel Dưỡng Megaduo Plus Giảm Mụn, Mờ Thâm 15g",Plus Gel (Retinal + Salicylic Acid + AHA),Gamma Chemicals,Chăm Sóc Da Mặt / Đặc Trị / Hỗ Trợ Trị Mụn,195000,128000,34,15g,4.8,82,1255.0,https://hasaki.vn/san-pham/gel-duong-megaduo-plus-gel-giam-mun-mo-tham-15g-102185.html
125888,Mặt Nạ Beplain Đất Sét Từ Đậu Xanh Hỗ Trợ Sạch Sâu 120ml,Mung Bean Pore Clay Mask,Beplain,Chăm Sóc Da Mặt / Mặt Nạ / Mặt Nạ Rửa,445000,244000,45,120ml,5.0,2,653.0,https://hasaki.vn/san-pham/mat-na-beplain-dat-set-tu-dau-xanh-ho-tro-sach-sau-120ml-125888.html
71263,Sữa Rửa Mặt Simple Giúp Da Sạch Thoáng 150ml,Kind To Skin Refreshing Facial Wash Gel,Simple,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,132000,95000,28,150ml,4.7,89,1611.0,https://hasaki.vn/san-pham/gel-rua-mat-danh-cho-da-nhay-cam-simple-150ml-71263.html
4359,Kem Rửa Mặt Hada Labo Sạch Sâu Dưỡng Ẩm 80g,Advanced Nourish Hyaluronic Acid Cleanser,Hada Labo,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,83000,62000,25,80g,4.8,82,2456.0,https://hasaki.vn/san-pham/kem-rua-mat-hada-labo-duong-am-toi-uu-80g-4359.html
96677,Nước Tẩy Trang Garnier Làm Sạch Sâu Lớp Trang Điểm 400ml,Micellar Oil Infused Cleansing Water,Garnier,Chăm Sóc Da Mặt / Làm Sạch Da / Tẩy Trang Mặt,219000,159000,27,400ml,4.7,62,944.0,https://hasaki.vn/san-pham/nuoc-tay-trang-garnier-lam-sach-sau-lop-trang-diem-400ml-96677.html
8578,Sữa Dưỡng Thể Nivea Sáng Da Ban Đêm Từ 8 Super Food 350ml,Extra Bright Night Nourish 8 Super Food Body Lotion,Nivea,Chăm Sóc Cơ Thể / Dưỡng Thể,147000,98000,33,350ml,4.9,34,1528.0,https://hasaki.vn/san-pham/sua-duong-the-nivea-lam-sang-san-chac-da-ban-dem-350ml-8578.html
103451,Combo Cocoon Tẩy Da Chết Cho Mặt & Toàn Thân Từ Cà Phê Đắk Lắk (200ml+150ml),Dak Lak Coffee Face Polish + Body Polish,Cocoon,Chăm Sóc Da Mặt / Bộ Chăm Sóc Da Mặt,290000,145000,50,2 Món,5.0,47,1022.0,https://hasaki.vn/san-pham/combo-cocoon-tay-te-bao-chet-cho-mat-va-toan-than-tu-ca-phe-103451.html
1278,Xịt Khoáng Evoluderm Cấp Nước & Làm Dịu Da 400ml,Pure Water Atomizer,Evoluderm,Chăm Sóc Da Mặt / Dưỡng Ẩm / Xịt Khoáng,295000,139000,53,400ml,4.5,44,1008.0,https://hasaki.vn/san-pham/xit-khoang-cung-cap-nuoc-evoluderm-400ml-1278.html
116961,"Serum Torriden Dưỡng Ẩm Sâu, Sáng Bóng Da 50ml",DIVE-IN Low Molecular Hyaluronic Acid Serum,Torriden,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,484000,314000,35,50ml,0.0,0,436.0,https://hasaki.vn/san-pham/serum-torriden-hyaluronic-acid-duong-am-sau-cho-da-50ml-116961.html
127140,Serum d'Alba Dạng Xịt Nấm Truffle Trắng Căng Bóng Da 100ml,First Spray Serum,d'Alba,,717600,343000,52,100ml,5.0,2,387.0,https://hasaki.vn/san-pham/serum-d-alba-dang-xit-nam-truffle-trang-cang-bong-da-100ml-127140.html
111105,Combo 2 Kem Chống Nắng L'Oreal Paris X20 Thoáng Da Mỏng Nhẹ 50ml,UV Defender Serum Invisible Resist SPF+ 50++++,L'Oreal,,758000,501000,34,2x50ml,4.1,38,264.0,https://hasaki.vn/san-pham/combo-2-kem-chong-nang-l-oreal-paris-x20-thoang-da-mong-nhe-50ml-111105.html
108352,Nước Uống Collagen Elasten Thủy Phân 28 Ống x 25ml,,Elasten,Thực Phẩm Chức Năng / Hỗ Trợ Làm Đẹp,2500000,2000000,20,28 ống,0.0,0,66.0,https://hasaki.vn/san-pham/nuoc-uong-collagen-elasten-cang-min-ngua-lao-hoa-28-ongx25ml-1-108352.html
95711,Nước Tẩy Trang L'Oreal Làm Sạch Sâu Cho Da Dầu 400ml,Revitalift Crystal Purifying Micellar Water,L'Oreal,,269000,160000,41,400ml,4.7,294,825.0,https://hasaki.vn/san-pham/nuoc-tay-trang-l-oreal-paris-danh-cho-da-dau-400ml-95711.html
110988,Kem Chống Nắng Dr.G Dưỡng Sáng Da 50ml,Brightening Up Sun+ SPF50+ PA+++,Dr.G,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,530000,291000,45,50ml,4.9,7,450.0,https://hasaki.vn/san-pham/kem-chong-nang-drg-duong-sang-da-50ml-110988.html
110648,Combo 2 Kem Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml,Winter Melon Suncreen SPF 50 + PA ++++,Cocoon,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,790000,294000,63,2x50ml,4.6,12,443.0,https://hasaki.vn/san-pham/combo-2-kem-chong-nang-cocoon-bi-dao-quang-pho-rong-50ml-110648.html
102593,"Serum oh!oh! Dưỡng Sáng Da, Giảm Thâm Nám 30ml",Skin Health Serum (with 20% Niacinamide & 2% Acetyl Glucosamine),oh!oh!,Chăm Sóc Da Mặt / Đặc Trị / Serum / Tinh Chất,980000,636000,35,30ml,5.0,21,198.0,https://hasaki.vn/san-pham/tinh-chat-oh-oh-duong-sang-da-giam-tham-nam-30ml-102593.html
122580,Phấn Phủ Carslan Dạng Nén Vỏ Xám Màu Trong Suốt 8g,Black Magnetic Soft Mist Powder,Carslan,Trang Điểm / Trang Điểm Mặt / Phấn Phủ,540000,233000,57,8g,5.0,2,538.0,https://hasaki.vn/san-pham/phan-phu-carslan-dang-nen-vo-xam-mau-trong-suot-8g-122580.html
102853,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Nhạy Cảm 1000ml (Mới),Gentle Skin Cleanser (New),Cetaphil,Chăm Sóc Da Mặt / Làm Sạch Da / Sữa Rửa Mặt,652000,471000,28,1000ml,4.5,32,266.0,https://hasaki.vn/san-pham/sua-rua-mat-cetaphil-diu-nhe-khong-xa-phong-1000ml-moi-102853.html
118964,Combo 3 Xịt Khoáng La Roche-Posay Làm Dịu Và Bảo Vệ Da 50g,Thermal Spring Water Sensitive Skin,La Roche-Posay,Chăm Sóc Da Mặt / Dưỡng Ẩm / Xịt Khoáng,435000,139000,68,Combo 150g,4.7,9,896.0,https://hasaki.vn/san-pham/combo-3-xit-khoang-la-roche-posay-lam-diu-va-bao-ve-da-50g-118964.html
105873,Combo 2 Nước Dưỡng Tóc Cocoon Tinh Dầu Bưởi Phiên Bản Mới 140ml,Pomelo Hair Tonic,Cocoon,Chăm Sóc Tóc Và Da Đầu / Dưỡng Tóc / Xịt Dưỡng Tóc,330000,230000,30,2x140ml,4.6,26,537.0,https://hasaki.vn/san-pham/combo-2-nuoc-duong-toc-cocoon-tinh-dau-buoi-phien-ban-moi-140ml-105873.html
125900,"Kem Chống Nắng Beplain Nâng Tông, Kiềm Dầu Mịn Lì 50ml",Sunmuse Tone Up & Correcting Matte Sunscreen SPF50+ PA++++,Beplain,Chăm Sóc Da Mặt / Chống Nắng Da Mặt,485000,312000,36,50ml,4.8,4,394.0,https://hasaki.vn/san-pham/kem-chong-nang-beplain-nang-tong-kiem-dau-min-li-50ml-125900.html
